0.000000 	 1.000000
3.200020 	 2.000000
4.400160 	 3.000000
4.400280 	 4.000000
5.600290 	 5.000000
5.600420 	 6.000000
5.600540 	 7.000000
5.600670 	 8.000000
6.800430 	 9.000000
6.800560 	 10.000000
6.800680 	 11.000000
6.800810 	 12.000000
6.800930 	 13.000000
6.801060 	 14.000000
6.801180 	 15.000000
6.801310 	 16.000000
8.000570 	 17.000000
8.000690 	 18.000000
8.000820 	 19.000000
8.000940 	 20.000000
8.001070 	 20.050000
8.001190 	 20.100000
8.001320 	 20.150000
8.001440 	 20.199000
8.001570 	 20.249000
8.001700 	 20.298000
8.001820 	 20.347000
8.001950 	 20.397000
8.002070 	 20.446000
8.002200 	 20.494000
8.002320 	 20.543000
8.002450 	 20.592000
9.200710 	 20.641000
9.200830 	 20.689000
9.200960 	 20.737000
9.201080 	 20.786000
9.201210 	 20.834000
9.201330 	 20.882000
9.201460 	 20.930000
9.201580 	 20.977000
9.201710 	 21.025000
9.201830 	 21.073000
9.201960 	 21.120000
9.202080 	 21.167000
9.202210 	 21.215000
9.202330 	 21.262000
9.202460 	 21.309000
9.202580 	 21.356000
9.202710 	 21.403000
9.202840 	 21.449000
9.202960 	 21.496000
9.203090 	 21.542000
10.400840 	 21.589000
10.400970 	 21.635000
10.401090 	 21.681000
10.401220 	 21.727000
10.401340 	 21.773000
10.401470 	 21.819000
10.401590 	 21.865000
10.401720 	 21.911000
10.401850 	 21.957000
10.401970 	 22.002000
10.402100 	 22.048000
10.402220 	 22.093000
10.402350 	 22.138000
10.402470 	 22.183000
10.402600 	 22.228000
10.402720 	 22.273000
10.402850 	 22.318000
10.402970 	 22.363000
10.403100 	 22.408000
10.403220 	 22.453000
11.600980 	 22.497000
11.601110 	 22.542000
11.601230 	 22.586000
11.601360 	 22.630000
11.601480 	 22.674000
11.601610 	 22.718000
11.601730 	 22.762000
11.601860 	 22.806000
11.601980 	 22.850000
11.602110 	 22.894000
11.602230 	 22.938000
11.602360 	 22.981000
11.602480 	 23.025000
11.602610 	 23.068000
11.602730 	 23.112000
11.602860 	 23.155000
11.602980 	 23.198000
11.603110 	 23.241000
11.603240 	 23.284000
11.603360 	 23.327000
12.801120 	 23.370000
12.801240 	 23.413000
12.801370 	 23.455000
12.801490 	 23.498000
12.801620 	 23.541000
12.801740 	 23.583000
12.801870 	 23.626000
12.801990 	 23.668000
12.802120 	 23.710000
12.802250 	 23.752000
12.802370 	 23.794000
12.802500 	 23.836000
12.802620 	 23.878000
12.802750 	 23.920000
12.802870 	 23.962000
12.803000 	 24.004000
12.803120 	 24.045000
12.803250 	 24.087000
12.803370 	 24.129000
12.803500 	 24.170000
14.001260 	 24.211000
14.001380 	 24.253000
14.001510 	 24.294000
14.001630 	 24.335000
14.001760 	 24.376000
14.001880 	 24.417000
14.002010 	 24.458000
14.002130 	 24.499000
14.002260 	 24.540000
14.002380 	 24.581000
14.002510 	 24.621000
14.002630 	 24.662000
14.002760 	 24.702000
14.002880 	 24.743000
14.003010 	 24.783000
14.003130 	 24.824000
14.003260 	 24.864000
14.003380 	 24.904000
14.003510 	 24.944000
14.003640 	 24.984000
15.201390 	 25.024000
15.201520 	 25.064000
15.201640 	 25.104000
15.201770 	 25.144000
15.201890 	 25.184000
15.202020 	 25.224000
15.202140 	 25.263000
15.202270 	 25.303000
15.202390 	 25.342000
15.202520 	 25.382000
15.202650 	 25.421000
15.202770 	 25.461000
15.202900 	 25.500000
15.203020 	 25.539000
15.203150 	 25.578000
15.203270 	 25.617000
15.203400 	 25.656000
15.203520 	 25.695000
15.203650 	 25.734000
15.203770 	 25.773000
16.401530 	 25.812000
16.401660 	 25.851000
16.401780 	 25.889000
16.401910 	 25.928000
16.402030 	 25.967000
16.402160 	 26.005000
16.402280 	 26.044000
16.402410 	 26.082000
16.402530 	 26.120000
16.402660 	 26.159000
16.402780 	 26.197000
16.402910 	 26.235000
16.403030 	 26.273000
16.403160 	 26.311000
16.403280 	 26.349000
16.403410 	 26.387000
16.403530 	 26.425000
16.403660 	 26.463000
16.403790 	 26.501000
16.403910 	 26.538000
17.601670 	 26.576000
17.601790 	 26.614000
17.601920 	 26.651000
17.602040 	 26.689000
17.602170 	 26.726000
17.602290 	 26.764000
17.602420 	 26.801000
17.602540 	 26.838000
17.602670 	 26.876000
17.602800 	 26.913000
17.602920 	 26.950000
17.603050 	 26.987000
17.603170 	 27.024000
17.603300 	 27.061000
17.603420 	 27.098000
17.603550 	 27.135000
17.603670 	 27.172000
17.603800 	 27.209000
17.603920 	 27.245000
17.604050 	 27.282000
18.801800 	 27.319000
18.801930 	 27.355000
18.802060 	 27.392000
18.802180 	 27.428000
18.802310 	 27.465000
18.802430 	 27.501000
18.802560 	 27.538000
18.802680 	 27.574000
18.802810 	 27.610000
18.802930 	 27.646000
18.803060 	 27.683000
18.803180 	 27.719000
18.803310 	 27.755000
18.803430 	 27.791000
18.803560 	 27.827000
18.803680 	 27.863000
18.803810 	 27.899000
18.803930 	 27.934000
18.804060 	 27.970000
18.804190 	 28.006000
